,source,target
5708,D:\PROJECTS\Python_projects\PythonMain\data_task\5708,D:\PROJECTS\Python_projects\PythonMain\data_solved\5708
5709,D:\PROJECTS\Python_projects\PythonMain\data_task\5709,D:\PROJECTS\Python_projects\PythonMain\data_solved\5709
5710,D:\PROJECTS\Python_projects\PythonMain\data_task\5710,D:\PROJECTS\Python_projects\PythonMain\data_solved\5710
5711,D:\PROJECTS\Python_projects\PythonMain\data_task\5711,D:\PROJECTS\Python_projects\PythonMain\data_solved\5711
5712,D:\PROJECTS\Python_projects\PythonMain\data_task\5712,D:\PROJECTS\Python_projects\PythonMain\data_solved\5712
5713,D:\PROJECTS\Python_projects\PythonMain\data_task\5713,D:\PROJECTS\Python_projects\PythonMain\data_solved\5713
5714,D:\PROJECTS\Python_projects\PythonMain\data_task\5714,D:\PROJECTS\Python_projects\PythonMain\data_solved\5714
5715,D:\PROJECTS\Python_projects\PythonMain\data_task\5715,D:\PROJECTS\Python_projects\PythonMain\data_solved\5715
5716,D:\PROJECTS\Python_projects\PythonMain\data_task\5716,D:\PROJECTS\Python_projects\PythonMain\data_solved\5716
5717,D:\PROJECTS\Python_projects\PythonMain\data_task\5717,D:\PROJECTS\Python_projects\PythonMain\data_solved\5717
5718,D:\PROJECTS\Python_projects\PythonMain\data_task\5718,D:\PROJECTS\Python_projects\PythonMain\data_solved\5718
5719,D:\PROJECTS\Python_projects\PythonMain\data_task\5719,D:\PROJECTS\Python_projects\PythonMain\data_solved\5719
5720,D:\PROJECTS\Python_projects\PythonMain\data_task\5720,D:\PROJECTS\Python_projects\PythonMain\data_solved\5720
5721,D:\PROJECTS\Python_projects\PythonMain\data_task\5721,D:\PROJECTS\Python_projects\PythonMain\data_solved\5721
5722,D:\PROJECTS\Python_projects\PythonMain\data_task\5722,D:\PROJECTS\Python_projects\PythonMain\data_solved\5722
5723,D:\PROJECTS\Python_projects\PythonMain\data_task\5723,D:\PROJECTS\Python_projects\PythonMain\data_solved\5723
5724,D:\PROJECTS\Python_projects\PythonMain\data_task\5724,D:\PROJECTS\Python_projects\PythonMain\data_solved\5724
5725,D:\PROJECTS\Python_projects\PythonMain\data_task\5725,D:\PROJECTS\Python_projects\PythonMain\data_solved\5725
5726,D:\PROJECTS\Python_projects\PythonMain\data_task\5726,D:\PROJECTS\Python_projects\PythonMain\data_solved\5726
5727,D:\PROJECTS\Python_projects\PythonMain\data_task\5727,D:\PROJECTS\Python_projects\PythonMain\data_solved\5727
5728,D:\PROJECTS\Python_projects\PythonMain\data_task\5728,D:\PROJECTS\Python_projects\PythonMain\data_solved\5728
5729,D:\PROJECTS\Python_projects\PythonMain\data_task\5729,D:\PROJECTS\Python_projects\PythonMain\data_solved\5729
5730,D:\PROJECTS\Python_projects\PythonMain\data_task\5730,D:\PROJECTS\Python_projects\PythonMain\data_solved\5730
5731,D:\PROJECTS\Python_projects\PythonMain\data_task\5731,D:\PROJECTS\Python_projects\PythonMain\data_solved\5731
5732,D:\PROJECTS\Python_projects\PythonMain\data_task\5732,D:\PROJECTS\Python_projects\PythonMain\data_solved\5732
5733,D:\PROJECTS\Python_projects\PythonMain\data_task\5733,D:\PROJECTS\Python_projects\PythonMain\data_solved\5733
5734,D:\PROJECTS\Python_projects\PythonMain\data_task\5734,D:\PROJECTS\Python_projects\PythonMain\data_solved\5734
5735,D:\PROJECTS\Python_projects\PythonMain\data_task\5735,D:\PROJECTS\Python_projects\PythonMain\data_solved\5735
5736,D:\PROJECTS\Python_projects\PythonMain\data_task\5736,D:\PROJECTS\Python_projects\PythonMain\data_solved\5736
5737,D:\PROJECTS\Python_projects\PythonMain\data_task\5737,D:\PROJECTS\Python_projects\PythonMain\data_solved\5737
5738,D:\PROJECTS\Python_projects\PythonMain\data_task\5738,D:\PROJECTS\Python_projects\PythonMain\data_solved\5738
5739,D:\PROJECTS\Python_projects\PythonMain\data_task\5739,D:\PROJECTS\Python_projects\PythonMain\data_solved\5739
5740,D:\PROJECTS\Python_projects\PythonMain\data_task\5740,D:\PROJECTS\Python_projects\PythonMain\data_solved\5740
5741,D:\PROJECTS\Python_projects\PythonMain\data_task\5741,D:\PROJECTS\Python_projects\PythonMain\data_solved\5741
5742,D:\PROJECTS\Python_projects\PythonMain\data_task\5742,D:\PROJECTS\Python_projects\PythonMain\data_solved\5742
5743,D:\PROJECTS\Python_projects\PythonMain\data_task\5743,D:\PROJECTS\Python_projects\PythonMain\data_solved\5743
5744,D:\PROJECTS\Python_projects\PythonMain\data_task\5744,D:\PROJECTS\Python_projects\PythonMain\data_solved\5744
5745,D:\PROJECTS\Python_projects\PythonMain\data_task\5745,D:\PROJECTS\Python_projects\PythonMain\data_solved\5745
5746,D:\PROJECTS\Python_projects\PythonMain\data_task\5746,D:\PROJECTS\Python_projects\PythonMain\data_solved\5746
5747,D:\PROJECTS\Python_projects\PythonMain\data_task\5747,D:\PROJECTS\Python_projects\PythonMain\data_solved\5747
5748,D:\PROJECTS\Python_projects\PythonMain\data_task\5748,D:\PROJECTS\Python_projects\PythonMain\data_solved\5748
5749,D:\PROJECTS\Python_projects\PythonMain\data_task\5749,D:\PROJECTS\Python_projects\PythonMain\data_solved\5749
5750,D:\PROJECTS\Python_projects\PythonMain\data_task\5750,D:\PROJECTS\Python_projects\PythonMain\data_solved\5750
5751,D:\PROJECTS\Python_projects\PythonMain\data_task\5751,D:\PROJECTS\Python_projects\PythonMain\data_solved\5751
5752,D:\PROJECTS\Python_projects\PythonMain\data_task\5752,D:\PROJECTS\Python_projects\PythonMain\data_solved\5752
5753,D:\PROJECTS\Python_projects\PythonMain\data_task\5753,D:\PROJECTS\Python_projects\PythonMain\data_solved\5753
5754,D:\PROJECTS\Python_projects\PythonMain\data_task\5754,D:\PROJECTS\Python_projects\PythonMain\data_solved\5754
5755,D:\PROJECTS\Python_projects\PythonMain\data_task\5755,D:\PROJECTS\Python_projects\PythonMain\data_solved\5755
5756,D:\PROJECTS\Python_projects\PythonMain\data_task\5756,D:\PROJECTS\Python_projects\PythonMain\data_solved\5756
5757,D:\PROJECTS\Python_projects\PythonMain\data_task\5757,D:\PROJECTS\Python_projects\PythonMain\data_solved\5757
5758,D:\PROJECTS\Python_projects\PythonMain\data_task\5758,D:\PROJECTS\Python_projects\PythonMain\data_solved\5758
5759,D:\PROJECTS\Python_projects\PythonMain\data_task\5759,D:\PROJECTS\Python_projects\PythonMain\data_solved\5759
5760,D:\PROJECTS\Python_projects\PythonMain\data_task\5760,D:\PROJECTS\Python_projects\PythonMain\data_solved\5760
5761,D:\PROJECTS\Python_projects\PythonMain\data_task\5761,D:\PROJECTS\Python_projects\PythonMain\data_solved\5761
5762,D:\PROJECTS\Python_projects\PythonMain\data_task\5762,D:\PROJECTS\Python_projects\PythonMain\data_solved\5762
5763,D:\PROJECTS\Python_projects\PythonMain\data_task\5763,D:\PROJECTS\Python_projects\PythonMain\data_solved\5763
5764,D:\PROJECTS\Python_projects\PythonMain\data_task\5764,D:\PROJECTS\Python_projects\PythonMain\data_solved\5764
5765,D:\PROJECTS\Python_projects\PythonMain\data_task\5765,D:\PROJECTS\Python_projects\PythonMain\data_solved\5765
5766,D:\PROJECTS\Python_projects\PythonMain\data_task\5766,D:\PROJECTS\Python_projects\PythonMain\data_solved\5766
5767,D:\PROJECTS\Python_projects\PythonMain\data_task\5767,D:\PROJECTS\Python_projects\PythonMain\data_solved\5767
5768,D:\PROJECTS\Python_projects\PythonMain\data_task\5768,D:\PROJECTS\Python_projects\PythonMain\data_solved\5768
5769,D:\PROJECTS\Python_projects\PythonMain\data_task\5769,D:\PROJECTS\Python_projects\PythonMain\data_solved\5769
5770,D:\PROJECTS\Python_projects\PythonMain\data_task\5770,D:\PROJECTS\Python_projects\PythonMain\data_solved\5770
5771,D:\PROJECTS\Python_projects\PythonMain\data_task\5771,D:\PROJECTS\Python_projects\PythonMain\data_solved\5771
5772,D:\PROJECTS\Python_projects\PythonMain\data_task\5772,D:\PROJECTS\Python_projects\PythonMain\data_solved\5772
5773,D:\PROJECTS\Python_projects\PythonMain\data_task\5773,D:\PROJECTS\Python_projects\PythonMain\data_solved\5773
5774,D:\PROJECTS\Python_projects\PythonMain\data_task\5774,D:\PROJECTS\Python_projects\PythonMain\data_solved\5774
5775,D:\PROJECTS\Python_projects\PythonMain\data_task\5775,D:\PROJECTS\Python_projects\PythonMain\data_solved\5775
5776,D:\PROJECTS\Python_projects\PythonMain\data_task\5776,D:\PROJECTS\Python_projects\PythonMain\data_solved\5776
5777,D:\PROJECTS\Python_projects\PythonMain\data_task\5777,D:\PROJECTS\Python_projects\PythonMain\data_solved\5777
5778,D:\PROJECTS\Python_projects\PythonMain\data_task\5778,D:\PROJECTS\Python_projects\PythonMain\data_solved\5778
5779,D:\PROJECTS\Python_projects\PythonMain\data_task\5779,D:\PROJECTS\Python_projects\PythonMain\data_solved\5779
5780,D:\PROJECTS\Python_projects\PythonMain\data_task\5780,D:\PROJECTS\Python_projects\PythonMain\data_solved\5780
5781,D:\PROJECTS\Python_projects\PythonMain\data_task\5781,D:\PROJECTS\Python_projects\PythonMain\data_solved\5781
5782,D:\PROJECTS\Python_projects\PythonMain\data_task\5782,D:\PROJECTS\Python_projects\PythonMain\data_solved\5782
5783,D:\PROJECTS\Python_projects\PythonMain\data_task\5783,D:\PROJECTS\Python_projects\PythonMain\data_solved\5783
5784,D:\PROJECTS\Python_projects\PythonMain\data_task\5784,D:\PROJECTS\Python_projects\PythonMain\data_solved\5784
5785,D:\PROJECTS\Python_projects\PythonMain\data_task\5785,D:\PROJECTS\Python_projects\PythonMain\data_solved\5785
5786,D:\PROJECTS\Python_projects\PythonMain\data_task\5786,D:\PROJECTS\Python_projects\PythonMain\data_solved\5786
5787,D:\PROJECTS\Python_projects\PythonMain\data_task\5787,D:\PROJECTS\Python_projects\PythonMain\data_solved\5787
5788,D:\PROJECTS\Python_projects\PythonMain\data_task\5788,D:\PROJECTS\Python_projects\PythonMain\data_solved\5788
5789,D:\PROJECTS\Python_projects\PythonMain\data_task\5789,D:\PROJECTS\Python_projects\PythonMain\data_solved\5789
5790,D:\PROJECTS\Python_projects\PythonMain\data_task\5790,D:\PROJECTS\Python_projects\PythonMain\data_solved\5790
5791,D:\PROJECTS\Python_projects\PythonMain\data_task\5791,D:\PROJECTS\Python_projects\PythonMain\data_solved\5791
5792,D:\PROJECTS\Python_projects\PythonMain\data_task\5792,D:\PROJECTS\Python_projects\PythonMain\data_solved\5792
5793,D:\PROJECTS\Python_projects\PythonMain\data_task\5793,D:\PROJECTS\Python_projects\PythonMain\data_solved\5793
5794,D:\PROJECTS\Python_projects\PythonMain\data_task\5794,D:\PROJECTS\Python_projects\PythonMain\data_solved\5794
5795,D:\PROJECTS\Python_projects\PythonMain\data_task\5795,D:\PROJECTS\Python_projects\PythonMain\data_solved\5795
5796,D:\PROJECTS\Python_projects\PythonMain\data_task\5796,D:\PROJECTS\Python_projects\PythonMain\data_solved\5796
5797,D:\PROJECTS\Python_projects\PythonMain\data_task\5797,D:\PROJECTS\Python_projects\PythonMain\data_solved\5797
5798,D:\PROJECTS\Python_projects\PythonMain\data_task\5798,D:\PROJECTS\Python_projects\PythonMain\data_solved\5798
5799,D:\PROJECTS\Python_projects\PythonMain\data_task\5799,D:\PROJECTS\Python_projects\PythonMain\data_solved\5799
5800,D:\PROJECTS\Python_projects\PythonMain\data_task\5800,D:\PROJECTS\Python_projects\PythonMain\data_solved\5800
5801,D:\PROJECTS\Python_projects\PythonMain\data_task\5801,D:\PROJECTS\Python_projects\PythonMain\data_solved\5801
5802,D:\PROJECTS\Python_projects\PythonMain\data_task\5802,D:\PROJECTS\Python_projects\PythonMain\data_solved\5802
5803,D:\PROJECTS\Python_projects\PythonMain\data_task\5803,D:\PROJECTS\Python_projects\PythonMain\data_solved\5803
5804,D:\PROJECTS\Python_projects\PythonMain\data_task\5804,D:\PROJECTS\Python_projects\PythonMain\data_solved\5804
5805,D:\PROJECTS\Python_projects\PythonMain\data_task\5805,D:\PROJECTS\Python_projects\PythonMain\data_solved\5805
5806,D:\PROJECTS\Python_projects\PythonMain\data_task\5806,D:\PROJECTS\Python_projects\PythonMain\data_solved\5806
5807,D:\PROJECTS\Python_projects\PythonMain\data_task\5807,D:\PROJECTS\Python_projects\PythonMain\data_solved\5807
5808,D:\PROJECTS\Python_projects\PythonMain\data_task\5808,D:\PROJECTS\Python_projects\PythonMain\data_solved\5808
5809,D:\PROJECTS\Python_projects\PythonMain\data_task\5809,D:\PROJECTS\Python_projects\PythonMain\data_solved\5809
5810,D:\PROJECTS\Python_projects\PythonMain\data_task\5810,D:\PROJECTS\Python_projects\PythonMain\data_solved\5810
5811,D:\PROJECTS\Python_projects\PythonMain\data_task\5811,D:\PROJECTS\Python_projects\PythonMain\data_solved\5811
5812,D:\PROJECTS\Python_projects\PythonMain\data_task\5812,D:\PROJECTS\Python_projects\PythonMain\data_solved\5812
5813,D:\PROJECTS\Python_projects\PythonMain\data_task\5813,D:\PROJECTS\Python_projects\PythonMain\data_solved\5813
5814,D:\PROJECTS\Python_projects\PythonMain\data_task\5814,D:\PROJECTS\Python_projects\PythonMain\data_solved\5814
5815,D:\PROJECTS\Python_projects\PythonMain\data_task\5815,D:\PROJECTS\Python_projects\PythonMain\data_solved\5815
5816,D:\PROJECTS\Python_projects\PythonMain\data_task\5816,D:\PROJECTS\Python_projects\PythonMain\data_solved\5816
5817,D:\PROJECTS\Python_projects\PythonMain\data_task\5817,D:\PROJECTS\Python_projects\PythonMain\data_solved\5817
5818,D:\PROJECTS\Python_projects\PythonMain\data_task\5818,D:\PROJECTS\Python_projects\PythonMain\data_solved\5818
5819,D:\PROJECTS\Python_projects\PythonMain\data_task\5819,D:\PROJECTS\Python_projects\PythonMain\data_solved\5819
5820,D:\PROJECTS\Python_projects\PythonMain\data_task\5820,D:\PROJECTS\Python_projects\PythonMain\data_solved\5820
5821,D:\PROJECTS\Python_projects\PythonMain\data_task\5821,D:\PROJECTS\Python_projects\PythonMain\data_solved\5821
5822,D:\PROJECTS\Python_projects\PythonMain\data_task\5822,D:\PROJECTS\Python_projects\PythonMain\data_solved\5822
5823,D:\PROJECTS\Python_projects\PythonMain\data_task\5823,D:\PROJECTS\Python_projects\PythonMain\data_solved\5823
5824,D:\PROJECTS\Python_projects\PythonMain\data_task\5824,D:\PROJECTS\Python_projects\PythonMain\data_solved\5824
5825,D:\PROJECTS\Python_projects\PythonMain\data_task\5825,D:\PROJECTS\Python_projects\PythonMain\data_solved\5825
5826,D:\PROJECTS\Python_projects\PythonMain\data_task\5826,D:\PROJECTS\Python_projects\PythonMain\data_solved\5826
5827,D:\PROJECTS\Python_projects\PythonMain\data_task\5827,D:\PROJECTS\Python_projects\PythonMain\data_solved\5827
5828,D:\PROJECTS\Python_projects\PythonMain\data_task\5828,D:\PROJECTS\Python_projects\PythonMain\data_solved\5828
5829,D:\PROJECTS\Python_projects\PythonMain\data_task\5829,D:\PROJECTS\Python_projects\PythonMain\data_solved\5829
5830,D:\PROJECTS\Python_projects\PythonMain\data_task\5830,D:\PROJECTS\Python_projects\PythonMain\data_solved\5830
5831,D:\PROJECTS\Python_projects\PythonMain\data_task\5831,D:\PROJECTS\Python_projects\PythonMain\data_solved\5831
5832,D:\PROJECTS\Python_projects\PythonMain\data_task\5832,D:\PROJECTS\Python_projects\PythonMain\data_solved\5832
5833,D:\PROJECTS\Python_projects\PythonMain\data_task\5833,D:\PROJECTS\Python_projects\PythonMain\data_solved\5833
5834,D:\PROJECTS\Python_projects\PythonMain\data_task\5834,D:\PROJECTS\Python_projects\PythonMain\data_solved\5834
5835,D:\PROJECTS\Python_projects\PythonMain\data_task\5835,D:\PROJECTS\Python_projects\PythonMain\data_solved\5835
5836,D:\PROJECTS\Python_projects\PythonMain\data_task\5836,D:\PROJECTS\Python_projects\PythonMain\data_solved\5836
5837,D:\PROJECTS\Python_projects\PythonMain\data_task\5837,D:\PROJECTS\Python_projects\PythonMain\data_solved\5837
5838,D:\PROJECTS\Python_projects\PythonMain\data_task\5838,D:\PROJECTS\Python_projects\PythonMain\data_solved\5838
5839,D:\PROJECTS\Python_projects\PythonMain\data_task\5839,D:\PROJECTS\Python_projects\PythonMain\data_solved\5839
5840,D:\PROJECTS\Python_projects\PythonMain\data_task\5840,D:\PROJECTS\Python_projects\PythonMain\data_solved\5840
5841,D:\PROJECTS\Python_projects\PythonMain\data_task\5841,D:\PROJECTS\Python_projects\PythonMain\data_solved\5841
5842,D:\PROJECTS\Python_projects\PythonMain\data_task\5842,D:\PROJECTS\Python_projects\PythonMain\data_solved\5842
5843,D:\PROJECTS\Python_projects\PythonMain\data_task\5843,D:\PROJECTS\Python_projects\PythonMain\data_solved\5843
5844,D:\PROJECTS\Python_projects\PythonMain\data_task\5844,D:\PROJECTS\Python_projects\PythonMain\data_solved\5844
5845,D:\PROJECTS\Python_projects\PythonMain\data_task\5845,D:\PROJECTS\Python_projects\PythonMain\data_solved\5845
5846,D:\PROJECTS\Python_projects\PythonMain\data_task\5846,D:\PROJECTS\Python_projects\PythonMain\data_solved\5846
5847,D:\PROJECTS\Python_projects\PythonMain\data_task\5847,D:\PROJECTS\Python_projects\PythonMain\data_solved\5847
5848,D:\PROJECTS\Python_projects\PythonMain\data_task\5848,D:\PROJECTS\Python_projects\PythonMain\data_solved\5848
5849,D:\PROJECTS\Python_projects\PythonMain\data_task\5849,D:\PROJECTS\Python_projects\PythonMain\data_solved\5849
5850,D:\PROJECTS\Python_projects\PythonMain\data_task\5850,D:\PROJECTS\Python_projects\PythonMain\data_solved\5850
5851,D:\PROJECTS\Python_projects\PythonMain\data_task\5851,D:\PROJECTS\Python_projects\PythonMain\data_solved\5851
5852,D:\PROJECTS\Python_projects\PythonMain\data_task\5852,D:\PROJECTS\Python_projects\PythonMain\data_solved\5852
5853,D:\PROJECTS\Python_projects\PythonMain\data_task\5853,D:\PROJECTS\Python_projects\PythonMain\data_solved\5853
5854,D:\PROJECTS\Python_projects\PythonMain\data_task\5854,D:\PROJECTS\Python_projects\PythonMain\data_solved\5854
5855,D:\PROJECTS\Python_projects\PythonMain\data_task\5855,D:\PROJECTS\Python_projects\PythonMain\data_solved\5855
5856,D:\PROJECTS\Python_projects\PythonMain\data_task\5856,D:\PROJECTS\Python_projects\PythonMain\data_solved\5856
5857,D:\PROJECTS\Python_projects\PythonMain\data_task\5857,D:\PROJECTS\Python_projects\PythonMain\data_solved\5857
5858,D:\PROJECTS\Python_projects\PythonMain\data_task\5858,D:\PROJECTS\Python_projects\PythonMain\data_solved\5858
5859,D:\PROJECTS\Python_projects\PythonMain\data_task\5859,D:\PROJECTS\Python_projects\PythonMain\data_solved\5859
5860,D:\PROJECTS\Python_projects\PythonMain\data_task\5860,D:\PROJECTS\Python_projects\PythonMain\data_solved\5860
5861,D:\PROJECTS\Python_projects\PythonMain\data_task\5861,D:\PROJECTS\Python_projects\PythonMain\data_solved\5861
5862,D:\PROJECTS\Python_projects\PythonMain\data_task\5862,D:\PROJECTS\Python_projects\PythonMain\data_solved\5862
5863,D:\PROJECTS\Python_projects\PythonMain\data_task\5863,D:\PROJECTS\Python_projects\PythonMain\data_solved\5863
5864,D:\PROJECTS\Python_projects\PythonMain\data_task\5864,D:\PROJECTS\Python_projects\PythonMain\data_solved\5864
5865,D:\PROJECTS\Python_projects\PythonMain\data_task\5865,D:\PROJECTS\Python_projects\PythonMain\data_solved\5865
5866,D:\PROJECTS\Python_projects\PythonMain\data_task\5866,D:\PROJECTS\Python_projects\PythonMain\data_solved\5866
5867,D:\PROJECTS\Python_projects\PythonMain\data_task\5867,D:\PROJECTS\Python_projects\PythonMain\data_solved\5867
5868,D:\PROJECTS\Python_projects\PythonMain\data_task\5868,D:\PROJECTS\Python_projects\PythonMain\data_solved\5868
5869,D:\PROJECTS\Python_projects\PythonMain\data_task\5869,D:\PROJECTS\Python_projects\PythonMain\data_solved\5869
5870,D:\PROJECTS\Python_projects\PythonMain\data_task\5870,D:\PROJECTS\Python_projects\PythonMain\data_solved\5870
5871,D:\PROJECTS\Python_projects\PythonMain\data_task\5871,D:\PROJECTS\Python_projects\PythonMain\data_solved\5871
5872,D:\PROJECTS\Python_projects\PythonMain\data_task\5872,D:\PROJECTS\Python_projects\PythonMain\data_solved\5872
5873,D:\PROJECTS\Python_projects\PythonMain\data_task\5873,D:\PROJECTS\Python_projects\PythonMain\data_solved\5873
5874,D:\PROJECTS\Python_projects\PythonMain\data_task\5874,D:\PROJECTS\Python_projects\PythonMain\data_solved\5874
